Tweet Number,Tweet Username,Tweet Text,Tweet Date,Tweet Geo
284,Lymenews,"""Chronic Lyme is like having someone slap you in the face over and over."" #ChronicLymeDisease http:// buff.ly/2jOxDUl pic.twitter.com/9yefLXnLaW",2017-01-31 14:30:13+00:00,
285,DawnZauner,So accurate. #lymeandthemind #lymedisease #chroniclymedisease #lymedontkillmyvibe … https://www. instagram.com/p/BP7g4r0johc/,2017-01-31 13:09:44+00:00,
286,LymeWarriorUS,New shirts! You asked for soft so we got em! http://www. lymewarrior.us/shop #lymedisease #lymewarrior #chroniclymedisease pic.twitter.com/hNs5mqjrzU,2017-01-31 00:13:20+00:00,
287,ChristieMLeto,When you've been in bed so long you laugh out loud at the cow doing karate in the #lactaid commercial! #ChronicLymeDisease #LosingMyMind,2017-01-27 15:56:09+00:00,
288,kirstycool1,I have just been laughed at again and told to stop talking by my hospital doctor #chroniclymedisease #infuriating#patronizing#cryingnow#fkit,2017-01-27 11:26:47+00:00,
289,RachHouseholder,I love being busy but it's takes a lot of energy I don't have. #ChronicLymeDisease,2017-01-26 03:13:19+00:00,
290,RonanRyanWriter,Glad to see my article about my brilliant sister getting a page to itself in yesterday's @IrishTimes ! #ChronicLymeDisease #JimmyDice pic.twitter.com/O3RrSSbfRK,2017-01-25 10:30:37+00:00,
291,ChristieMLeto,"@POTUS @CDCgov @Drtprice @HHSGov Please help us! This #Epidemic is being ignored! #ChronicLymeDisease is a #NationalDisaster #300,000Yearly https:// twitter.com/christiemleto/ status/824030462582685697 …",2017-01-24 23:51:53+00:00,
292,ayneKcM,#ChronicLymeDisease http://www. prohealth.com/library/showar ticle.cfm?libid=29865 …,2017-01-24 21:55:47+00:00,
293,Warriortotruth,@greta @DanScavino Can you two get together and do a story on the corruption of the #CDC pertaining to #ChronicLymeDisease Life saving info!,2017-01-24 02:21:36+00:00,
294,LymeWarriorUS,Back of our Not Everything is a Choice shirt. #warriorstrong #lymewarrior #lymedisease #chroniclymedisease pic.twitter.com/Ub37UBHZ8B,2017-01-20 02:53:17+00:00,
295,alyssa_knapp,Where are all the #lyme peeps at?? Looking for my people!! #LymeDisease #chronicillness #spoonie #chroniclymedisease #ilads,2017-01-19 23:41:39+00:00,
296,ChristieMLeto,@LymeAlliance If it weren't for @DrOz I'd never eat breakfast like this! #Lymies need to eat well to feel well #Thanks #ChronicLymeDisease pic.twitter.com/oqYWKXvKQY,2017-01-19 14:48:32+00:00,
297,ChristieMLeto,What are you doing for your #ChronicLymeDisease population? Anything? Eventually you need to stop ignoring & recognize the problem!,2017-01-19 03:46:32+00:00,
298,ayneKcM,Are you taking care of any #ChronicLymeDisease #patients ? Do you know how to treat? Many #Texans need treatment. https:// twitter.com/texmed/status/ 817074836958744576 …,2017-01-19 03:42:40+00:00,
299,KenPledger,"@YolandaHFoster speech on her #ChronicLymeDisease is a must watch https:// m.youtube.com/watch?v=6djL18 mfXj8&feature=youtu.be&a= … ""We must Speak Up"" #LymeDisease the silent killer",2017-01-18 20:34:13+00:00,
300,KenPledger,The hidden epidemic - Lyme disease. Checkout http:// youtu.be/sxWgS0XLVqw #lyme #chroniclymedisease #lymedisease,2017-01-18 18:57:42+00:00,
301,KenPledger,Being strong is the only choice. https:// twitter.com/inspireme39/st atus/595650712354295809 … #chroniclymedisease,2017-01-18 18:56:41+00:00,
302,KenPledger,Lyme's Disease in Australia - Tahlia Smith https:// m.youtube.com/watch?feature= player_embedded&v=Hog89DX00Lg … #ChronicLymeDisease #lymedisease,2017-01-18 16:43:25+00:00,
303,KenPledger,The history of Lyme Disease and Lyme Disease 101 http:// mentalitch.com/the-history-of -lyme-disease/ … #lymedisease #chroniclymedisease,2017-01-18 13:38:01+00:00,
304,KenPledger,Many children get sick without ever developing the infamous bull's-eye. Checkout http:// yahoo.com/parenting/your -kid-could-have-lyme-disease-and-you-might-not-125515899393.html … #lyme #chroniclymedisease,2017-01-18 11:27:52+00:00,
305,PianoHldsRchCO,So descriptive of what #ChronicLymeDisease or #LateStageLymeDisease is really like! https:// twitter.com/lymebloggers/s tatus/821423994830077952 …,2017-01-17 20:37:41+00:00,
306,ChristieMLeto,@LymeAlliance @Lymenews Good night my #Lymies another tough day! May tomorrow be a bit brighter for all #ChronicLymeDisease #MomHerxingSorry,2017-01-17 04:17:05+00:00,
307,ChristieMLeto,Just printed mine out so I can highlight my symptoms & give to all Drs as well as my dentist since I have both! #ChronicLymeDisease #CheckIt https:// twitter.com/lymenews/statu s/820327878256721922 …,2017-01-14 18:16:08+00:00,
308,ChristieMLeto,Terrible #sleep #Nails done #hobbled into #BJs & now I'm under the covers aching so deep & everywhere #ChronicLymeDisease #LymeMomsHurt,2017-01-14 17:02:38+00:00,
309,LymeYarns,@DrFriedenCDC An open letter from a #ChronicLymeDisease patient @CDCgov needs a director 2 address this epidemic called #LymeDisease #CDC pic.twitter.com/cIimOVtiQv,2017-01-12 20:49:44+00:00,
310,ChristieMLeto,@LymeAlliance #Herxing is worse than having the #Flu #Nervous about another #EpsomSaltBath #ReleaseTheToxins #ChronicLymeDisease #Awareness,2017-01-12 19:36:14+00:00,
311,ChristieMLeto,God help all of us w #ChronicLymeDisease This is my whole world rt now & no one knows for how long! #LymeMom #Cure pic.twitter.com/sQtU8DkEYg,2017-01-12 15:44:07+00:00,
312,justask,#donald Trump. He needs 3clear out CDC! 2 diseases:neglect >30 yrs gravely ill no meds & care #mecfs #lyme #ChronicLymeDisease,2017-01-09 02:05:48+00:00,
313,ChristieMLeto,@realDonaldTrump The only thing that has helped #Neuropathy caused by #ChronicLymeDisease is #CBD oil!The cost is crazy #HelpUs @SenSchumer,2017-01-08 22:38:07+00:00,
314,ChristieMLeto,"@Lymenews @LymeAlliance @ayneKcM I swear if one more person asks me ""How are you feeling""? I might completely lose it! #ChronicLymeDisease",2017-01-08 17:49:29+00:00,
315,ChristieMLeto,I've only been up to drag myself to & from the bathroom all day the pain & exhaustion are just too much! #ChronicLymeDisease #Herxing #FedUp,2017-01-07 22:59:04+00:00,
316,ChristieMLeto,When my husband is frustrated & overwhelmed by my #ChronicLymeDisease it's #stressful & He tries so hard! The #Guilt makes me even #Sicker,2017-01-07 22:49:14+00:00,
317,ChristieMLeto,@realDonaldTrump @SenSchumer Please Help Us We've been ignored for decades! We're #SickNOTCrazy it's called #ChronicLymeDisease #PleaseHelp https:// twitter.com/drdanielcamero n/status/814594862561591296 …,2017-01-07 04:50:51+00:00,
318,DawnZauner,I hate flu season. #lymedisease #chroniclymedisease #lymedontkillmyvibe #livingwithlyme … https://www. instagram.com/p/BOz7cIdDU9h/,2017-01-03 17:57:59+00:00,
319,ChristieMLeto,When you finally give in & get up @6am because the pain in legs is unbearable thanks to #NerveDamage from #ChronicLymeDisease,2017-01-02 11:53:45+00:00,
320,ChristieMLeto,@ststogether I started crying to Drs by 11 or 12 yrs old! I've been too young for 35+ yrs! God help us all #ChronicLymeDisease,2017-01-02 11:38:55+00:00,
321,ChristieMLeto,"Too bad ppl expect more, kinda wish I was a sloth today! #ChronicLymeDisease https:// twitter.com/colormelyme_ne t/status/796713493692985345 …",2017-01-02 11:35:48+00:00,
